name,sport,nationality,sex,date_of_birth,age (at start of games),height (m),weight (kg),BMI,gold,silver,bronze,
Alejandra Quereda,gymnastics,ESP,female,7/24/92,24.0,1.75,54,17.6,0,1,0,
Alejandra Teran,fencing,MEX,female,1/20/91,25.6,1.76,73,23.6,0,0,0,
Alejandra Valencia,archery,MEX,female,10/17/94,21.8,1.75,74,24.2,0,0,0,
Alejandra Zavala Vazquez,shooting,MEX,female,6/16/84,32.2,1.65,85,31.2,0,0,0,
Alejandro Enrique Valdes Tobier,wrestling,CUB,male,11/18/88,27.7,1.65,65,23.9,0,0,0,
Alejandro Foglia Costa,sailing,URU,male,1/30/84,32.5,1.90,96,26.6,0,0,0,
Alejandro Valverde Belmonte,cycling,ESP,male,4/25/80,36.3,1.77,63,20.1,0,0,0,
Aleksandar Aleksandrov,rowing,AZE,male,4/9/90,26.3,1.89,93,26.0,0,0,0,
Aleksandar IVOVIC,aquatics,MNE,male,2/24/86,30.5,1.97,107,27.6,0,0,0,
Aleksandar Karakasevic,table tennis,SRB,male,12/9/75,40.7,1.78,85,26.8,0,0,0,
Aleksandar Kukolj,judo,SRB,male,9/9/91,24.9,1.94,94,25.0,0,0,0,
Aleksandar Nikolov,aquatics,BUL,male,6/18/92,24.1,1.85,75,21.9,0,0,0,
Aleksandar RADOVIC,aquatics,MNE,male,2/24/87,29.5,1.91,98,26.9,0,0,0,
Aleksandr Krasnykh,aquatics,RUS,male,6/19/95,21.1,1.88,80,22.6,0,0,0,
Aleksandr Lipatov,canoe,RUS,male,6/10/81,35.2,1.84,77,22.7,0,0,0,
Aleksandr Markov,equestrian,RUS,male,5/26/85,31.2,1.79,70,21.8,0,0,0,
Aleksandr Popkov,aquatics,RUS,male,12/27/94,21.6,1.85,80,23.4,0,0,0,
Aleksandr Sadovnikov,aquatics,RUS,male,9/21/96,19.9,1.93,85,22.8,0,0,0,
Aleksandra Cotti,aquatics,ITA,female,12/13/88,27.7,1.67,65,23.3,0,1,0,
Aleksandra Crvendakic,basketball,SRB,female,3/17/96,20.4,1.87,76,21.7,0,0,1,
Aleksandra Jarmolinska,shooting,POL,female,9/6/90,25.9,1.60,67,26.2,0,0,0,
Aleksandra Krunic,tennis,SRB,female,3/15/93,23.4,1.63,55,20.7,0,0,0,
Aleksandra Patskevich,aquatics,RUS,female,11/4/88,27.8,1.69,49,17.2,1,0,0,
Aleksandra Romanova,athletics,KAZ,female,12/26/90,25.6,1.68,58,20.5,0,0,0,
Aleksandra Socha,fencing,POL,female,3/30/82,34.4,1.74,66,21.8,0,0,0,
Aleksandra Urbanczyk,aquatics,POL,female,11/13/87,28.7,1.72,64,21.6,0,0,0,
Aleksandrs Samoilovs,volleyball,LAT,male,4/6/85,31.4,1.96,98,25.5,0,0,0,
Aleksei Brianskii,aquatics,RUS,male,9/14/97,18.9,1.92,82,22.2,0,0,0,
Aleksei Kurbatov,cycling,RUS,male,5/9/94,22.3,,,,0,0,0,
Aleksejs Rumjancevs,canoe,LAT,male,2/13/86,30.5,1.85,90,26.3,0,0,0,
Aleksejs Saramotins,cycling,LAT,male,4/8/82,34.4,1.85,75,21.9,0,0,0,
Aleksey Mochalov,canoe,UZB,male,2/13/90,26.5,1.86,90,26.0,0,0,0,
Aleksi Ojala,athletics,FIN,male,12/9/92,23.7,1.80,62,19.1,0,0,0,
Alemu Bekele,athletics,BRN,male,3/23/90,26.4,1.62,59,22.5,0,0,0,
Alen Zasieiev,wrestling,UKR,male,10/10/88,27.8,1.85,125,36.5,0,0,0,
Alena Abramchuk,athletics,BLR,female,2/14/88,28.5,1.82,95,28.7,0,0,0,
Alena Amialiusik,cycling,BLR,female,2/6/89,27.5,1.69,52,18.2,0,0,0,
Alena Furman,rowing,BLR,female,5/8/91,25.3,1.79,65,20.3,0,0,0,
Alena Sharp,golf,CAN,female,3/7/81,35.4,1.68,69,24.4,0,0,0,
Alena Sobaleva,athletics,BLR,female,5/11/93,23.3,1.78,87,27.5,0,0,0,
Alesha Widdall,hockey,USA,female,1/3/90,26.6,1.73,65,21.7,0,0,0,
Alessandra Aguilar,athletics,ESP,female,7/1/78,38.1,1.65,50,18.4,0,0,0,
Alessandra Patelli,rowing,ITA,female,11/17/91,24.7,1.80,70,21.6,0,0,0,
Alessandra Perilli,shooting,SMR,female,4/1/88,28.4,1.69,73,25.6,0,0,0,
Alessandro De Marchi,cycling,ITA,male,5/19/86,30.2,1.81,66,20.1,0,0,0,
Alessandro Fabian,triathlon,ITA,male,1/7/88,28.6,1.86,77,22.3,0,0,0,
Alessandro Nora,aquatics,ITA,male,5/24/87,29.2,1.91,85,23.3,0,0,1,
Alessandro Velotto,aquatics,ITA,male,2/12/95,21.5,1.86,85,24.6,0,0,1,
Alessia Gennari,volleyball,ITA,female,11/3/91,24.8,1.84,68,20.1,0,0,0,
Alessia Maurelli,gymnastics,ITA,female,8/22/96,20.0,1.68,48,17.0,0,0,0,
Alessia Orro,volleyball,ITA,female,7/18/98,18.1,1.80,74,22.8,0,0,0,
Alessia Polieri,aquatics,ITA,female,10/21/94,21.8,1.63,55,20.7,0,0,0,
Alessia Trost,athletics,ITA,female,3/8/93,23.4,1.88,70,19.8,0,0,0,
Aletta Jorritsma,rowing,NED,female,5/17/89,27.2,1.86,76,22.0,0,0,0,
Alev Kelter,rugby sevens,USA,female,3/21/91,25.4,1.68,74,26.2,0,0,0,
Alex Abrines,basketball,ESP,male,8/1/93,23.0,1.98,93,23.7,0,0,1,
Alex Amankwah,athletics,GHA,male,3/2/92,24.4,,,,0,0,0,
Alex Beddoes,athletics,COK,male,7/9/95,21.1,1.81,74,22.6,0,0,0,
Alex Bowen,aquatics,USA,male,9/4/93,22.9,1.96,102,26.6,0,0,0,
Alex Casasayas,hockey,ESP,male,2/17/88,28.5,1.83,78,23.3,0,0,0,
Alex Cejka,golf,GER,male,12/2/70,45.7,1.68,65,23.0,0,0,0,
Alex di Giorgio,aquatics,ITA,male,7/28/90,26.0,1.85,75,21.9,0,0,0,
Alex Garcia,basketball,BRA,male,3/4/80,36.4,1.92,102,27.7,0,0,0,
Alex Garcia Mendoza,judo,CUB,male,6/2/93,23.2,1.86,110,31.8,0,0,0,
Alex Gregory,rowing,GBR,male,3/11/84,32.4,1.98,97,24.7,1,0,0,
Alex Hua Tian,equestrian,CHN,male,10/25/89,26.8,1.90,70,19.4,0,0,0,
Alex Kennedy,rowing,NZL,male,10/13/92,23.8,1.96,96,25.0,0,0,0,
Alex Maloney,sailing,NZL,female,3/19/92,24.4,1.58,56,22.4,0,1,0,
Alex Morgan,football,USA,female,7/2/89,27.1,1.70,59,20.4,0,0,0,
Alex Obert,aquatics,USA,male,12/18/91,24.6,1.96,105,27.3,0,0,0,
Alex Ranghieri,volleyball,ITA,male,6/18/87,29.2,2.00,94,23.5,0,0,0,
Alex Roelse,aquatics,USA,male,1/10/95,21.6,2.04,115,27.6,0,0,0,
Alex Rose,athletics,SAM,male,11/17/91,24.7,,,,0,0,0,
Alex Sobers,aquatics,BAR,male,11/13/98,17.7,1.88,66,18.7,0,0,0,
Alex William Pombo Silva,judo,BRA,male,7/21/88,28.1,1.74,73,24.1,0,0,0,
Alex Wright,athletics,IRL,male,12/19/90,25.6,1.75,62,20.2,0,0,0,
Alexa Moreno,gymnastics,MEX,female,8/8/94,22.0,1.47,45,20.8,0,0,0,
Alexander Belonogoff,rowing,AUS,male,4/17/90,26.3,1.87,90,25.7,0,1,0,
Alexander Brouwer,volleyball,NED,male,11/3/89,26.8,1.98,90,23.0,0,0,1,
Alexander Bryukhankov,triathlon,RUS,male,4/12/87,29.3,1.84,79,23.3,0,0,0,
Alexander Bury,tennis,BLR,male,9/14/87,28.9,1.84,94,27.8,0,0,0,
Alexander Choupenitch,fencing,CZE,male,5/2/94,22.3,1.96,89,23.2,0,0,0,
Alexander Edmondson,cycling,AUS,male,12/22/93,22.6,1.84,76,22.4,0,1,0,
Alexander Fransson,football,SWE,male,4/2/94,22.4,1.80,75,23.1,0,0,0,
Alexander Gehbauer,cycling,AUT,male,4/24/90,26.3,1.85,70,20.5,0,0,0,
Alexander Hartmann,athletics,AUS,male,3/7/93,23.4,1.98,91,23.2,0,0,0,
Alexander Hendrickx,hockey,BEL,male,8/6/93,23.0,1.85,82,24.0,0,0,0,
Alexander Hill,rowing,AUS,male,3/11/93,23.4,1.93,91,24.4,0,1,0,
Alexander Horst,volleyball,AUT,male,12/20/82,33.6,1.86,88,25.4,0,0,0,
Alexander Huber,volleyball,AUT,male,7/25/85,31.1,1.79,64,20.0,0,0,0,
Alexander John,athletics,GER,male,5/3/86,30.3,1.85,84,24.5,0,0,0,
Alexander Karwoski,rowing,USA,male,9/16/90,25.9,1.94,90,23.9,0,0,0,
Alexander Kosenkow,athletics,GER,male,3/14/77,39.4,1.78,74,23.4,0,0,0,
Alexander Leksell,football,SWE,male,2/14/97,19.5,1.76,78,25.2,0,0,0,
Alexander Lerionka Sampao,athletics,KEN,male,12/31/96,19.6,,67,,0,0,0,
Alexander Lesun,modern pentathlon,RUS,male,7/1/88,28.1,1.85,74,21.6,1,0,0,
Alexander Lloyd,rowing,AUS,male,12/17/90,25.7,1.89,89,24.9,0,0,0,
Alexander Massialas,fencing,USA,male,4/20/94,22.3,1.88,81,22.9,0,1,1,
Alexander Milosevic,football,SWE,male,1/30/92,24.5,1.92,77,20.9,0,0,0,
Alexander Molerio Quintana,shooting,CUB,male,9/19/91,24.9,1.69,75,26.3,0,0,0,
Alexander Naddour,gymnastics,USA,male,3/4/91,25.4,1.71,70,23.9,0,0,1,
Alexander Peya,tennis,AUT,male,6/27/80,36.1,1.82,80,24.2,0,0,0,
Alexander Russo,athletics,BRA,male,7/26/94,22.0,1.73,61,20.4,0,0,0,
Alexander Schmirl,shooting,AUT,male,9/19/89,26.9,1.76,95,30.7,0,0,0,
Alexander Shatilov,gymnastics,ISR,male,3/22/87,29.4,1.83,77,23.0,0,0,0,
Alexander Shibaev,table tennis,RUS,male,9/9/90,25.9,1.92,80,21.7,0,0,0,
Alexander Sigurbjornsson,rowing,ESP,male,12/13/88,27.7,1.80,80,24.7,0,0,0,
Alexander Sukhorukov,aquatics,RUS,male,2/22/88,28.5,1.96,93,24.2,0,0,0,
Alexander Volkov,volleyball,RUS,male,2/14/85,31.5,2.10,90,20.4,0,0,0,
Alexandr Spac,weightlifting,MDA,male,11/21/89,26.7,1.64,77,28.6,0,0,0,
Alexandr Yemelyanov,canoe,KAZ,male,1/1/84,32.6,1.84,97,28.7,0,0,0,
Alexandr Zaichikov,weightlifting,KAZ,male,8/17/92,24.0,1.80,105,32.4,0,0,1,
Alexandra Burghardt,athletics,GER,female,4/28/94,22.3,1.81,70,21.4,0,0,0,
Alexandra Danson,hockey,GBR,female,5/21/85,31.2,1.67,56,20.1,1,0,0,
Alexandra Hagan,rowing,AUS,female,3/21/91,25.4,1.82,75,22.6,0,0,0,
Alexandra Keresztesi,canoe,ARG,female,4/26/83,33.3,1.83,72,21.5,0,0,0,
Alexandra Lacrabere,handball,FRA,female,4/27/87,29.3,1.77,73,23.3,0,1,0,
Alexandra Longova,archery,SVK,female,2/7/94,22.5,1.73,51,17.0,0,0,0,
Alexandra Martinez,handball,BRA,female,9/16/81,34.9,1.77,68,21.7,0,0,0,
Alexandra Mirca,archery,MDA,female,10/11/93,22.8,1.68,70,24.8,0,0,0,
Alexandra Nemich,aquatics,KAZ,female,1/3/95,21.6,1.68,46,16.3,0,0,0,
Alexandra Oquendo,volleyball,PUR,female,2/3/84,32.5,1.89,75,21.0,0,0,0,
Alexandra Popp,football,GER,female,4/6/91,25.4,1.74,65,21.5,1,0,0,
Alexandra Privalova,table tennis,BLR,female,10/29/87,28.8,1.78,66,20.8,0,0,0,
Alexandra Raisman,gymnastics,USA,female,5/25/94,22.2,1.58,52,20.8,1,2,0,
Alexandra Razarenova,triathlon,RUS,female,7/17/90,26.1,1.68,56,19.8,0,0,0,
Alexandra Tavernier,athletics,FRA,female,12/13/93,22.7,1.70,82,28.4,0,0,0,
Alexandra Touretski,aquatics,SUI,female,9/20/94,21.9,1.70,58,20.1,0,0,0,
Alexandra Wenk,aquatics,GER,female,2/7/95,21.5,1.80,63,19.4,0,0,0,
Alexandra Wester,athletics,GER,female,3/21/94,22.4,1.80,64,19.8,0,0,0,
Alexandre Ayache,equestrian,FRA,male,9/20/82,33.9,1.80,80,24.7,0,0,0,
Alexandre Bouzaid,fencing,SEN,male,6/29/81,35.1,1.68,75,26.6,0,0,0,
Alexandre Camarasa,aquatics,FRA,male,6/10/87,29.2,1.93,100,26.8,0,0,0,
Alexandre Camargo,fencing,BRA,male,4/25/99,17.3,1.77,75,23.9,0,0,0,
Alexandre de Paeuw,hockey,BEL,male,10/7/88,27.8,1.78,75,23.7,0,0,0,
Alexandre Haldemann,aquatics,SUI,male,3/8/95,21.4,1.86,81,23.4,0,0,0,
Alexandre Iddir,judo,FRA,male,2/21/91,25.5,1.84,90,26.6,0,0,0,
Alexandres Gounas,aquatics,GRE,male,10/3/89,26.9,1.79,73,22.8,0,0,0,
Alexandrina Cabral,handball,ESP,female,5/5/86,30.3,1.75,62,20.2,0,0,0,
Alexandro Pozzer,handball,BRA,male,12/21/88,27.6,1.92,107,29.0,0,0,0,
Alexandros Papamichail,athletics,GRE,male,9/18/88,27.9,1.78,63,19.9,0,0,0,
Alexei Klimov,shooting,RUS,male,8/27/75,41.0,1.82,88,26.6,0,0,0,
Alexei Sancov,aquatics,MDA,male,10/15/99,16.8,1.88,85,24.0,0,0,0,
Alexej Prochorow,weightlifting,GER,male,3/30/90,26.4,1.91,138,37.8,0,0,0,
Alexey Alipov,shooting,RUS,male,8/7/75,41.0,1.74,80,26.4,0,0,0,
Alexey Cheremisinov,fencing,RUS,male,7/9/85,31.1,1.83,75,22.4,1,0,0,
Alexey Denisenko,taekwondo,RUS,male,8/30/93,22.9,1.85,68,19.9,0,1,0,
Alexey Dergunov,canoe,KAZ,male,9/16/84,31.9,1.87,95,27.2,0,0,0,
Alexey Verbov,volleyball,RUS,male,1/31/82,34.5,1.83,79,23.6,0,0,0,
Alexey Yakimenko,fencing,RUS,male,10/31/83,32.8,1.84,80,23.6,0,0,0,
Alexi Pappas,athletics,GRE,female,3/28/90,26.4,,,,0,0,0,
Alexis Gonzalez,volleyball,ARG,male,7/21/81,35.1,1.84,85,25.1,0,0,0,
Alexis Raynaud,shooting,FRA,male,8/19/94,22.0,1.72,78,26.4,0,0,1,
Alexis Santos,aquatics,POR,male,3/23/92,24.4,1.85,74,21.6,0,0,0,
Alexis Soto,football,ARG,male,10/20/93,22.8,1.64,66,24.5,0,0,0,
Alexis Vuillermoz,cycling,FRA,male,6/1/88,28.2,1.73,60,20.0,0,0,0,
Alexus Laird,aquatics,SEY,female,3/11/93,23.4,1.72,61,20.6,0,0,0,
Alfonso Antonio Leyva Yepez,wrestling,MEX,male,1/6/93,23.6,1.81,85,25.9,0,0,0,
Alfonso Benavides Lopez de Ayala,canoe,ESP,male,3/9/91,25.4,1.82,86,26.0,0,0,0,
Alfred Kipketer,athletics,KEN,male,12/28/96,19.6,1.67,60,21.5,0,0,0,
Alfredo Campo,cycling,ECU,male,3/2/93,23.4,1.92,90,24.4,0,0,0,
Alfredo Talavera,football,MEX,male,9/18/82,33.9,1.88,84,23.8,0,0,0,
Alhussein Gambour,rowing,LBA,male,8/21/89,27.0,1.75,68,22.2,0,0,0,
Ali Adnan,football,IRQ,male,12/19/93,22.6,1.80,76,23.5,0,0,0,
Ali Elghrari,archery,LBA,male,1/31/97,19.5,,,,0,0,0,
Ali Eren Demirezen,boxing,TUR,male,4/2/90,26.4,1.89,,,0,0,0,
Ali Faez,football,IRQ,male,9/9/94,21.9,1.84,75,22.2,0,0,0,
Ali Hashemi,weightlifting,IRI,male,11/1/91,24.8,1.78,93,29.4,0,0,0,
Ali Hisny,football,IRQ,male,5/23/94,22.2,1.77,70,22.3,0,0,0,
Ali Kaya,athletics,TUR,male,4/20/94,22.3,1.75,54,17.6,0,0,0,
Ali Khalafalla,aquatics,EGY,male,5/13/96,20.2,1.82,78,23.5,0,0,0,
Ali Khamis Khamis,athletics,BRN,male,6/30/95,21.1,1.82,70,21.1,0,0,0,
Ali Krieger,football,USA,female,7/28/84,32.0,1.68,63,22.3,0,0,0,
Ali Messaoudi,athletics,ALG,male,10/13/95,20.8,1.78,63,19.9,0,0,0,
Ali Nouisri,cycling,TUN,male,1/20/94,22.6,1.84,75,22.2,0,0,0,
Ali Pakdaman,fencing,IRI,male,8/23/90,26.0,1.93,94,25.2,0,0,0,
Ali Riley,football,NZL,female,10/30/87,28.8,1.63,57,21.5,0,0,0,
Ali Suljic,football,SWE,male,9/18/97,18.9,1.89,80,22.4,0,0,0,
Ali Yousef Al Rumaihi,equestrian,QAT,male,8/26/81,35.0,1.77,86,27.5,0,0,0,
Ali Zein Mohamed,handball,EGY,male,12/14/90,25.7,1.90,83,23.0,0,0,0,
Alia Atkinson,aquatics,JAM,female,12/11/88,27.7,1.73,71,23.7,0,0,0,
Alia Saeed Mohammed,athletics,UAE,female,11/13/93,22.7,1.58,54,21.6,0,0,0,
Aliaksandr Bersanau,weightlifting,BLR,male,9/1/92,23.9,1.76,94,30.3,0,0,0,
Aliaksandr Buikevich,fencing,BLR,male,11/19/84,31.7,1.91,80,21.9,0,0,0,
Aliaksandr Liakhovich,athletics,BLR,male,7/4/89,27.1,1.72,65,22.0,0,0,0,
Aliaksandra Herasimenia,aquatics,BLR,female,12/31/85,30.6,1.74,58,19.2,0,0,1,
Aliaksandra Tarasava,basketball,BLR,female,6/23/88,28.1,1.70,64,22.1,0,0,0,
Aliaksei Mzhachyk,weightlifting,BLR,male,6/30/96,20.1,1.90,136,37.7,0,0,0,
Alican Kaynar,sailing,TUR,male,10/30/88,27.8,1.91,98,26.9,0,0,0,
Alice Aprot Nawowuna,athletics,KEN,female,1/2/94,22.6,1.52,54,23.4,0,0,0,
Alice Ingley,archery,AUS,female,1/13/93,23.6,1.72,80,27.0,0,0,0,
Alice Mizzau,aquatics,ITA,female,3/18/93,23.4,1.80,65,20.1,0,0,0,
Alice Naber-Lozeman,equestrian,NED,female,5/7/71,45.3,1.68,62,22.0,0,0,0,
Alice Richardson,rugby sevens,GBR,female,5/14/87,29.2,1.72,69,23.3,0,0,0,
Alice Schlesinger,judo,GBR,female,5/26/88,28.2,1.65,65,23.9,0,0,0,
Alice Sinno,sailing,ITA,female,9/8/92,23.9,1.75,69,22.5,0,0,0,
Alice Sotero,modern pentathlon,ITA,female,5/28/91,25.2,1.66,53,19.2,0,0,0,
Alicia Blagg,aquatics,GBR,female,10/21/96,19.8,1.65,65,23.9,0,0,0,
Alicia Brown,athletics,CAN,female,1/21/90,26.6,1.65,57,20.9,0,0,0,
Alicia Cebrian Martinez de Lagos,sailing,ESP,female,2/3/83,33.5,1.68,68,24.1,0,0,0,
Alicia Coutts,aquatics,AUS,female,9/14/87,28.9,1.76,69,22.3,0,0,0,
Alicia Magaz,hockey,ESP,female,5/24/94,22.2,1.61,60,23.1,0,0,0,
Alicia Quirk,rugby sevens,AUS,female,3/28/92,24.4,1.73,64,21.4,1,0,0,
Alicja Tchorz,aquatics,POL,female,8/13/92,24.0,1.76,68,22.0,0,0,0,
Alin Alexuc Ciurariu,wrestling,ROU,male,2/3/90,26.5,1.91,105,28.8,0,0,0,
Alin Coste,aquatics,ROU,male,2/17/92,24.5,2.01,95,23.5,0,0,0,
Alin George Moldoveanu,shooting,ROU,male,5/3/83,33.3,1.73,73,24.4,0,0,0,
Alina Armas,athletics,NAM,female,12/10/83,32.7,1.66,53,19.2,0,0,0,
Alina Fodorova,athletics,UKR,female,7/31/89,27.0,1.75,65,21.2,0,0,0,
Alina Komashchuk,fencing,UKR,female,4/24/93,23.3,1.69,75,26.3,0,1,0,
Alina Logvynenko,athletics,UKR,female,7/18/90,26.1,1.80,67,20.7,0,0,0,
Alina Rotaru,athletics,ROU,female,6/5/93,23.2,1.75,57,18.6,0,0,0,
Alina Stadnik Makhynia,wrestling,UKR,female,1/3/91,25.6,1.65,69,25.3,0,0,0,
Alina Talay,athletics,BLR,female,5/14/89,27.2,1.64,57,21.2,0,0,0,
Aline,football,BRA,female,4/15/89,27.3,1.62,60,22.9,0,0,0,
Aline da Silva Ferreira,wrestling,BRA,female,10/18/86,29.8,1.78,80,25.2,0,0,0,
Aline Focken,wrestling,GER,female,5/10/91,25.3,1.77,73,23.3,0,0,0,
Aliona Dubitskaya,athletics,BLR,female,1/25/90,26.5,1.80,76,23.5,0,0,0,
Alireza Khojasteh,judo,IRI,male,3/28/97,19.4,1.82,66,19.9,0,0,0,
Alireza Mohammad Karimimachiani,wrestling,IRI,male,3/21/94,22.4,1.75,86,28.1,0,0,0,
Alisa Kano,gymnastics,USA,female,11/7/94,21.8,1.63,47,17.7,0,0,0,
Alisa Kiriliuk,sailing,RUS,female,7/9/90,26.1,1.65,57,20.9,0,0,0,
Alise Post,cycling,USA,female,1/17/91,25.6,1.58,56,22.4,0,1,0,
Alisha Glass,volleyball,USA,female,4/5/88,28.4,1.84,72,21.3,0,0,1,
Alison Cerutti,volleyball,BRA,male,12/7/85,30.7,2.03,102,24.8,1,0,0,
Alison Young,sailing,GBR,female,5/29/87,29.2,1.82,70,21.1,0,0,0,
Alistair Bond,rowing,NZL,male,8/16/89,27.0,1.86,71,20.5,0,0,0,
Alistair Brownlee,triathlon,GBR,male,4/23/88,28.3,1.84,70,20.7,1,0,0,
Aliya Mustafina,gymnastics,RUS,female,9/30/94,21.9,1.61,48,18.5,1,1,1,
Aliyah Abrams,athletics,GUY,female,4/3/97,19.4,1.63,53,19.9,0,0,0,
Alize Cornet,tennis,FRA,female,1/22/90,26.6,1.73,63,21.0,0,0,0,
Alla Cherkasova,wrestling,UKR,female,5/5/89,27.3,1.65,75,27.5,0,0,0,
Alla Shishkina,aquatics,RUS,female,8/2/89,27.0,1.70,56,19.4,1,0,0,
Allan Banegas,football,HON,male,10/4/93,22.9,1.80,76,23.5,0,0,0,
Allan do carmo,aquatics,BRA,male,8/3/89,27.0,1.74,73,24.1,0,0,0,
Allan Fa'alava'au,rugby sevens,AUS,male,11/15/93,22.7,1.70,87,30.1,0,0,0,
Allan Gutierrez,aquatics,HON,male,8/12/93,23.0,1.78,79,24.9,0,0,0,
Allan Julie,sailing,SEY,male,3/23/77,39.4,1.81,91,27.8,0,0,0,
Allan Norregaard,sailing,DEN,male,3/19/81,35.4,1.73,67,22.4,0,0,0,
Allans Vargas,football,HON,male,9/25/93,22.9,1.84,69,20.4,0,0,0,
Allar Raja,rowing,EST,male,6/22/83,33.1,1.90,95,26.3,0,0,1,
Allie Long,football,USA,female,8/13/87,29.0,1.72,59,19.9,0,0,0,
Allison Beveridge,cycling,CAN,female,6/1/93,23.2,1.69,62,21.7,0,0,1,
Allison M. Brock,equestrian,USA,female,12/7/79,36.7,1.68,58,20.5,0,0,1,
Allison Pineau,handball,FRA,female,5/2/89,27.3,1.81,66,20.1,0,1,0,
Allison Schmitt,aquatics,USA,female,6/7/90,26.2,1.86,74,21.4,1,1,0,
Allistar Clarke,athletics,SKN,male,10/3/90,25.9,1.87,71,20.3,0,0,0,
Allysha Chapman,football,CAN,female,1/25/89,27.5,1.60,58,22.7,0,0,1,
Allyson Felix,athletics,USA,female,11/18/85,30.7,1.68,56,19.8,2,1,0,
Allyson Ponson,aquatics,ARU,female,12/4/95,20.7,1.65,60,22.0,0,0,0,
Almat Kebispayev,wrestling,KAZ,male,12/12/87,28.7,1.66,59,21.4,0,0,0,
Almaz Ayana,athletics,ETH,female,11/21/91,24.7,1.66,47,17.1,1,0,1,
Almir Velagic,weightlifting,GER,male,8/22/81,35.0,1.83,149,44.5,0,0,0,
Almuth Schult,football,GER,female,2/9/91,25.5,1.80,71,21.9,1,0,0,
Alona Koshevatskiy,gymnastics,ISR,female,10/8/97,18.8,1.70,53,18.3,0,0,0,
Alona Ribakova,aquatics,LAT,female,2/7/91,25.5,1.76,63,20.3,0,0,0,
Alonso Edward,athletics,PAN,male,12/8/89,26.7,1.81,76,23.2,0,0,0,
Alonso Valdez Prado,equestrian,PER,male,1/23/78,38.6,1.70,68,23.5,0,0,0,
Alonzo Russell,athletics,BAH,male,2/8/92,24.5,,,,0,0,1,
Alphas Leken Kishoyian,athletics,KEN,male,1/1/94,22.6,1.67,59,21.2,0,0,0,
Alphonce Felix Simbu,athletics,TAN,male,2/14/92,24.5,,55,,0,0,0,
Altobeli da Silva,athletics,BRA,male,12/3/90,25.7,1.81,60,18.3,0,0,0,
Alvaro de Arriba,athletics,ESP,male,6/2/94,22.2,1.77,69,22.0,0,0,0,
Alvaro Doda de Miranda,equestrian,BRA,male,2/5/73,43.5,1.86,86,24.9,0,0,0,
Alvaro Iglesias,hockey,ESP,male,3/1/93,23.4,1.78,79,24.9,0,0,0,
Alvaro Martin,athletics,ESP,male,6/18/94,22.1,1.79,63,19.7,0,0,0,
Alvin Singh,football,FIJ,male,6/9/88,28.2,1.85,88,25.7,0,0,0,
Alyce Burnett,canoe,AUS,female,8/11/92,24.0,1.82,71,21.4,0,0,0,
Alyn Camara,athletics,GER,male,3/31/89,27.4,1.96,84,21.9,0,0,0,
Alysbeth Felix,athletics,PUR,female,3/7/93,23.4,1.71,59,20.2,0,0,0,
Alysha Newman,athletics,CAN,female,6/29/94,22.1,1.72,67,22.6,0,0,0,
Alyson Dixon,athletics,GBR,female,9/24/78,37.9,1.55,43,17.9,0,0,0,
Alyssa Bull,canoe,AUS,female,12/1/95,20.7,1.73,65,21.7,0,0,0,
Alyssa Conley,athletics,RSA,female,4/27/91,25.3,1.76,63,20.3,0,0,0,
Alyssa Manley,hockey,USA,female,5/27/94,22.2,1.58,53,21.2,0,0,0,
Alyssa Naeher,football,USA,female,4/20/88,28.3,1.75,61,19.9,0,0,0,
Alyxandria Treasure,athletics,CAN,female,5/15/92,24.2,1.55,68,28.3,0,0,0,
Alzbeta Dufkova,aquatics,CZE,female,4/19/90,26.3,1.72,65,22.0,0,0,0,
Amadou Camara,aquatics,GUI,male,9/10/94,21.9,1.63,69,26.0,0,0,0,
Amadou Ndiaye,athletics,SEN,male,12/6/92,23.7,1.80,80,24.7,0,0,0,
Amaia Erbina,rugby sevens,ESP,female,3/13/97,19.4,1.71,68,23.3,0,0,0,
Amaka Ogoegbunam,athletics,NGR,female,3/3/90,26.4,1.64,61,22.7,0,0,0,
Amalie Dideriksen,cycling,DEN,female,5/24/96,20.2,1.75,62,20.2,0,0,0,
Amalie Iuel,athletics,NOR,female,4/17/94,22.3,,,,0,0,0,
Amalie Thomsen,canoe,DEN,female,9/12/94,21.9,1.66,60,21.8,0,0,0,
Amaliya Sharoyan,athletics,ARM,female,6/19/88,28.1,1.70,56,19.4,0,0,0,
Aman Wote,athletics,ETH,male,4/18/84,32.3,1.83,68,20.3,0,0,0,
Amanda Araujo,rugby sevens,BRA,female,2/23/90,26.5,1.62,54,20.6,0,0,0,
Amanda Carr,cycling,THA,female,6/24/90,26.1,1.65,60,22.0,0,0,0,
Amanda Dlamini,football,RSA,female,7/22/88,28.1,1.64,61,22.7,0,0,0,
Amanda Elmore,rowing,USA,female,3/13/91,25.4,1.81,79,24.1,1,0,0,
Amanda Ilestedt,football,SWE,female,1/17/93,23.6,1.78,65,20.5,0,0,0,
Amanda Kurtovic,handball,NOR,female,7/25/91,25.0,1.75,,,0,0,1,
Amanda Ng,sailing,SIN,female,5/3/94,22.3,1.70,68,23.5,0,0,0,
Amanda Oliveira,aquatics,BRA,female,1/6/87,29.6,1.69,58,20.3,0,0,0,
Amanda Polk,rowing,USA,female,8/2/86,30.0,1.81,83,25.3,1,0,0,
